"id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_identity_verified","neighbourhood","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","cancellation_policy","price"
"6924538","3239818","2012-08-12","within a day","89%","","f","2.0","{email, phone, reviews}","f","Bedford-Stuyvesant","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Pets live on this property,Dog(s),Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Hangers,Hair dryer,Iron}","1","3","moderate","$60.00"
"9550714","48399349","2015-11-07","","","","f","1.0","{email, phone, reviews, jumio, kba}","t","Downtown Brooklyn","Apartment","Entire home/apt","2","1.0","2.0","2.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","2","flexible","$120.00"
"8884228","46487048","2015-10-13","within an hour","100%","","f","1.0","{email, phone, reviews, jumio}","t","NoHo","Apartment","Entire home/apt","6","1.0","2.0","3.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Hot tub,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","4","1","strict","$242.00"
"20874350","13262918","2014-03-18","within an hour","100%","","f","4.0","{email, phone, reviews, kba, work_email}","t","Williamsburg","Apartment","Entire home/apt","5","1.0","3.0","2.0","Real Bed","{Wireless Internet,Kitchen,Breakfast,Heating,Family/kid friendly,Suitable for events,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox,Private entrance}","5","2","moderate","$239.00"
"10766309","13713796","2014-03-30","within a few hours","100%","","f","2.0","{email, phone, reviews, jumio}","t","Chelsea","Apartment","Private room","4","1.0","1.0","3.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace}","1","2","moderate","$130.00"
"3903173","18481203","2014-07-20","","","","f","1.0","{email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","t","Greenwich Village","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector}","1","3","moderate","$150.00"
"15192482","3290167","2012-08-17","within an hour","100%","","f","1.0","{email, phone, google, reviews, jumio, offline_government_id, kba, selfie, government_id, identity_manual, work_email}","t","Park Slope","Apartment","Entire home/apt","2","1.0","0.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Hot water,Bed linens,Extra pillows and blankets}","1","3","moderate","$130.00"
"17899730","94382194","2016-09-09","within an hour","100%","","t","1.0","{email, phone, facebook, reviews, jumio, offline_government_id, government_id}","t","Tremont","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Smoking allowed,Pets allowed,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad,Doorman,Window guards}","1","1","flexible","$90.00"
"5396701","2119276","2012-04-11","within a few hours","98%","","f","39.0","{email, phone, facebook, reviews, kba}","t","East Village","Apartment","Entire home/apt","3","1.0","0.0","2.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Essentials}","1","30","strict","$190.00"
"9444418","31752970","2015-04-22","","","","f","2.0","{email, phone, reviews, kba}","t","Sheepshead Bay","Apartment","Private room","2","1.0","1.0","1.0","Airbed","{Internet,Wireless Internet,Smoking allowed,Pets allowed,Pets live on this property,Dog(s),Family/kid friendly,Lock on bedroom door,24-hour check-in,Laptop friendly workspace}","1","1","flexible","$30.00"
"767286","4040811","2012-11-02","within a day","94%","","f","2.0","{email, phone, reviews, jumio, sent_id}","t","Upper West Side","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Cable TV,Wireless Internet,Kitchen,Pets allowed,Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,First aid kit,Shampoo,Hangers,Hair dryer}","1","1","flexible","$100.00"
"4865387","7017213","2013-06-20","","","","f","1.0","{email, phone, reviews, kba}","t","Flatbush","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Essentials}","1","1","strict","$72.00"
"14052283","2349901","2012-05-11","within a few hours","100%","","f","7.0","{email, phone, facebook, reviews, jumio}","t","Crown Heights","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Indoor fireplace,Heating,Fire extinguisher,Essentials,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","20","strict","$45.00"
"767969","4051004","2012-11-03","within a day","80%","","f","1.0","{email, phone, facebook, reviews, kba}","t","Nolita","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hair dryer,Iron}","1","2","moderate","$133.00"
"11419512","59913399","2016-02-22","within an hour","100%","","f","1.0","{email, phone, linkedin, reviews, kba}","t","Williamsburg","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Essentials,Shampoo,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","flexible","$60.00"
"242479","1272625","2011-10-10","within a day","100%","","f","1.0","{email, phone, facebook, reviews, manual_offline, jumio}","t","Astoria","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{Cable TV,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","30","moderate","$69.00"
"140660","684966","2011-06-09","","","","f","1.0","{email, phone, reviews, jumio}","t","Prospect Heights","Apartment","Entire home/apt","4","1.0","2.0","3.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating}","1","30","strict","$135.00"
"13434962","76629180","2016-06-08","within an hour","90%","","f","1.0","{email, phone, google, manual_offline}","t","Norwood","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Pets live on this property,Dog(s),Cat(s),Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Laptop friendly workspace}","1","1","strict","$88.00"
"18050153","10621137","2013-12-14","within a few hours","100%","","f","1.0","{email, phone, facebook, reviews, kba}","t","Chelsea","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Gym,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,Safety card,Essentials,Lock on bedroom door,Hangers,Hair dryer}","1","3","strict","$134.00"
"5329548","27618366","2015-02-11","within a day","50%","","f","1.0","{email, phone, facebook, reviews, jumio, work_email}","t","Bedford-Stuyvesant","Apartment","Entire home/apt","3","1.0","1.0","1.0","Real Bed","{Kitchen,Pets live on this property,Heating,Family/kid friendly,Smoke detector,First aid kit,Essentials}","1","2","flexible","$110.00"
"9967218","7461203","2013-07-13","","","","f","1.0","{email, phone, reviews, jumio, work_email}","t","Clinton Hill","Apartment","Entire home/apt","4","1.0","2.0","2.0","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron}","1","3","flexible","$75.00"
"4533010","23503432","2014-11-08","within a few hours","100%","","t","1.0","{email, phone, reviews, kba}","t","Washington Heights","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Hangers,Iron,Laptop friendly workspace}","1","1","moderate","$80.00"
"20076517","142724881","2017-07-27","within an hour","90%","","f","1.0","{reviews, jumio, offline_government_id, government_id}","f","Rego Park","Guesthouse","Private room","3","2.0","1.0","2.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Suitable for events,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Smart lock,Private living room}","3","1","moderate","$60.00"
"1359513","1723557","2012-02-08","within an hour","100%","","t","1.0","{email, phone, facebook, reviews, jumio}","t","East Village","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Elevator,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","strict","$112.00"
"14870294","27069740","2015-02-01","","","","t","1.0","{email, phone, reviews, kba}","t","Bronxdale","Apartment","Shared room","2","1.0","1.0","1.0","Real Bed","{TV,Air conditioning,Kitchen,Pets live on this property,Elevator,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers}","1","1","strict","$30.00"
"17496222","8715723","2013-09-08","within an hour","100%","","f","5.0","{email, phone, reviews, kba, work_email}","t","Harlem","House","Private room","3","1.0","0.0","2.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Lock on bedroom door,Hair dryer}","1","1","strict","$76.00"
"19844473","140286240","2017-07-13","within an hour","100%","","f","1.0","{email, phone, reviews}","f","Harlem","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Host greets you,Waterfront}","2","3","moderate","$60.00"
"9391509","48712266","2015-11-10","within an hour","100%","","t","2.0","{email, phone, reviews, kba}","t","Greenpoint","Townhouse","Entire home/apt","3","1.0","1.0","2.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Doorman,Private living room,Private entrance,Room-darkening shades,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Luggage dropoff allowed}","2","2","strict","$145.00"
"12252583","49121324","2015-11-15","","","","f","1.0","{email, phone, reviews, jumio, government_id}","t","Clinton Hill","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets live on this property,Dog(s),Elevator,Hot tub,Buzzer/wireless intercom,Heating,Washer,Dryer,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Laptop friendly workspace}","1","7","moderate","$50.00"
"12705155","69063239","2016-04-26","","","","f","1.0","{email, phone, facebook, reviews}","f","Gowanus","Apartment","Entire home/apt","1","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Heating,Essentials,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","flexible","$125.00"
"17609541","119155499","2017-03-04","within an hour","100%","","f","6.0","{email, phone, reviews, jumio, offline_government_id, government_id}","f","Bushwick","House","Private room","4","2.0","1.0","2.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Essentials,Hangers,Hair dryer,Iron,Private entrance}","1","7","strict","$61.00"
"16520193","49301189","2015-11-17","within a day","100%","","f","1.0","{email, phone, facebook, reviews, jumio}","t","Greenpoint","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Essentials,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49}","1","3","moderate","$59.00"
"11554224","56043282","2016-01-25","","","","f","1.0","{email, phone, facebook, reviews, jumio, government_id}","t","Upper West Side","Apartment","Entire home/apt","3","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","1","flexible","$140.00"
"18207319","125687221","2017-04-13","within an hour","100%","","f","1.0","{email, phone, google, linkedin, reviews, jumio, offline_government_id, government_id}","t","Longwood","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Air conditioning,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","3","moderate","$75.00"
"18717896","34813079","2015-06-02","within an hour","100%","","f","4.0","{email, phone, google, reviews}","f","Little Italy","Apartment","Private room","1","2.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Room-darkening shades,Hot water,Bed linens,Extra pillows and blankets,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Long term stays allowed,Hot water kettle}","1","31","strict","$50.00"
